GivenName,MiddleInitial,Surname,StreetAddress,City,ZipCode,EmailAddress,TelephoneNumber,GUID,Latitude,Longitude,Kilograms,Centimeters,Company,Occupation
Milo,V,Morales,"2626 Windy Ridge Road","Fort Wayne",46802,MiloVMorales@armyspy.com,260-633-5782,d172586c-8625-47bf-80e7-358c66b36519,41.162334,-85.120311,68.3,184,"Magik Grey","Banquet manager"
Darwin,T,Jones,"4402 Oak Ridge Drive",Middletown,63359,DarwinTJones@armyspy.com,573-549-2163,eb879218-dca7-4bd3-aba1-d7c143081455,39.222949,-91.358602,64.4,177,"Soft Warehouse","Legal secretary"
Jerry,R,Watts,"3407 Pearcy Avenue",Brookfield,53005,JerryRWatts@einrot.com,262-210-3912,3a20d1ac-6d5b-4422-aaff-eae6997183d4,43.094627,-88.086737,100.2,168,Marianne,Ophthalmologist
Gloria,R,Terry,"582 Chapel Street",Houston,77077,GloriaRTerry@cuvox.de,281-721-1996,9d876b20-2702-4b6b-bd82-d2d77fcd06cf,29.82556,-95.606753,62.5,157,"Rite Solution","Material recording"
William,P,Wilkinson,"3844 Pretty View Lane",Mendocino,95460,WilliamPWilkinson@teleworm.us,707-937-3357,0cb45692-3d34-4132-8719-843f63748497,39.371894,-123.697271,63.5,175,BASCO,"New accounts clerk"
Michael,M,Singleton,"1233 Center Avenue",Fresno,93706,MichaelMSingleton@dayrep.com,559-469-8487,4767737a-3d81-43c6-aba2-38d38cc0a0e5,36.59743,-120.004698,97.0,167,"David Weis",Bartender
Russell,E,Chaparro,"3010 McDowell Street",Columbia,38401,RussellEChaparro@teleworm.us,931-388-9012,ec334b46-9c52-49ae-a875-85f2511f7072,35.721732,-86.965447,104.9,174,"Bold Ideas","Web designer"
Alton,S,Bernard,"3889 Kincheloe Road",Portland,97205,AltonSBernard@einrot.com,503-525-7177,c1d339c3-8d33-4cfa-918b-5575a8d82e44,45.451516,-122.737837,103.4,169,"Liberty Wealth Planners","Credit checker"
John,L,Stamper,"264 Adams Avenue",Washington,20004,JohnLStamper@superrito.com,301-692-4395,d15aca67-a538-4a1b-9cc6-fb85546b4c29,38.890408,-77.059721,83.3,169,"Poore Simon's","Vending machine servicer"
Veronica,W,Garrett,"2275 Westfall Avenue",Roswell,88201,VeronicaWGarrett@teleworm.us,505-910-7589,44ee95a2-d200-4330-8bfa-9943200e254b,33.645794,-104.32505,103.4,158,"A+ Electronics",Caregiver
Virgil,S,Littlefield,"4265 Buffalo Creek Road",Nashville,37201,VirgilSLittlefield@teleworm.us,615-862-7377,3ad527ee-a52e-4fb7-ac6f-aaa253d4b908,36.114192,-86.859985,110.8,183,"Crown Auto Parts","Engineering and natural sciences manager"
Mary,C,Tabor,"1452 Taylor Street","New York",10007,MaryCTabor@teleworm.us,914-648-0815,fc9691b6-9e83-41fa-b122-86ad7eb4bef3,40.778575,-74.066708,50.7,173,"Office Warehouse","Systems software engineer"
Alphonso,S,Pridgen,"194 Sunburst Drive","Fort Myers",33912,AlphonsoSPridgen@gustr.com,239-294-5782,dff564f1-d367-434a-be99-4272b2d4fc3e,26.434001,-81.920053,87.5,181,"American Appliance","Labor relations director"
Kevin,B,Gerhard,"423 Stone Lane",Philadelphia,19103,KevinBGerhard@dayrep.com,610-350-8068,ffb94ea8-90dd-4dc0-b4e9-09edc746079c,40.009729,-75.122513,74.3,186,Incluesiv,"Copy editor"
Fumiko,A,Smiley,"171 Nixon Avenue",Toledo,43609,FumikoASmiley@armyspy.com,419-951-4536,96da95cc-982a-4720-9da1-53f04a405f6e,41.680519,-83.642879,87.3,156,"One-Up Realty","Switchboard operator"
Anna,M,Stephenson,"2594 East Avenue",Phoenix,85004,AnnaMStephenson@einrot.com,480-246-6332,9f3cb737-0909-4aff-b54a-845a7436a243,33.472322,-111.972231,77.7,174,"Your Choices","Health care executive"
Connie,D,Perez,"4633 Steve Hunt Road","Boca Raton",33486,ConnieDPerez@jourrapide.com,305-706-4787,dd830a4c-1902-473b-a1ec-a5f94f99878b,26.275623,-80.149765,72.5,165,"Frame Scene","Allopathic physician"
Ryan,K,Whittington,"4776 Davis Street",Madison,30650,RyanKWhittington@gustr.com,706-343-2371,13d70ac4-8173-4415-b70a-53898bd8929a,33.556745,-83.432203,82.5,169,"Olympic Sports","Electrical power line installer"
Marjorie,J,Loera,"4813 Oliver Street",Dallas,75207,MarjorieJLoera@einrot.com,817-330-4442,73b55ced-996c-4520-a91a-4c75dcc3d0e1,32.811174,-96.773205,100.7,170,"Reliable Investments","Sawing machine tender"
Peter,E,Alexander,"3988 Pinnickinick Street",Poulsbo,98370,PeterEAlexander@einrot.com,360-779-1309,7dbbd6d8-38de-443e-b6ad-e40a589de0f8,47.833176,-122.693696,113.7,169,Weathervane,"Gaming dealer"
Lester,S,Tanner,"3324 Wildwood Street",Orrville,44667,LesterSTanner@einrot.com,330-683-9143,a24cdf2d-b974-464d-960d-78285241c603,40.782244,-81.660973,78.0,186,Adaptaz,"Media specialist"
Gary,N,Lyons,"780 Stockert Hollow Road",Lynnwood,98036,GaryNLyons@teleworm.us,425-778-5198,9877ae1f-732b-4e38-8aa2-56db5a30eb20,47.755507,-122.251891,94.9,188,"Wells & Wade","Aircraft rigging assembler"
Cheryl,J,Rakowski,"2292 Woodhill Avenue",Towson,21204,CherylJRakowski@teleworm.us,410-825-0776,ec6d6100-c049-497a-a705-05af4e8620ff,39.478983,-76.646715,79.9,161,"Quest Technology Service","Forensic accountant"
William,D,Auclair,"389 Formula Lane",Dallas,75207,WilliamDAuclair@jourrapide.com,469-537-0042,632e8ed5-fdad-40be-b63a-907f27b0ffc5,32.82522,-96.830122,70.5,187,"Baltimore Markets",Programmer
Lloyd,C,Harrington,"1961 Clay Lick Road",Westminster,80030,LloydCHarrington@dayrep.com,720-670-5807,5ce5786d-f102-47bf-a5b1-d542396b5274,39.840988,-105.125141,107.1,168,"Tee Town","Skin care specialist"
Antonio,C,Jordan,"309 Shearwood Forest Drive",Portsmouth,03801,AntonioCJordan@armyspy.com,603-214-7145,fafcaa63-e6c6-4ee0-8372-f66dbd2caf33,42.998722,-70.730865,73.3,179,"Oranges Records & Tapes","Human resources information system specialist"
Jesse,S,Germain,"2598 Catherine Drive",Mcville,58254,JesseSGermain@einrot.com,701-322-1521,f9ca182c-fd0d-4c7c-8be1-b8ce2b8b584e,47.694963,-98.232765,99.9,169,"Wholesale Club, Inc.","Material dispatching"
Trena,K,Hill,"79 Norma Avenue",Central,75901,TrenaKHill@dayrep.com,936-853-0625,7a9913ad-793b-4ee7-9788-33e94a3bce96,31.463216,-94.789503,79.9,170,Excella,"Computer operator"
Joe,R,Landers,"3969 Sarah Drive","Lake Charles",70629,JoeRLanders@fleckens.hu,337-499-9563,c5efc1ea-b597-4ec7-ac00-069f64350315,30.218298,-93.24653,65.9,167,"Steak and Ale","Human resources assistant"
Sam,C,Field,"1399 College View",Staunton,62088,SamCField@teleworm.us,618-635-2904,637a4055-3d5b-48d9-9bba-05e0a64ee60b,39.080056,-89.852631,90.3,184,"Buck Alley Lumber","Welding machine setter"
Minnie,P,Graff,"125 Harley Vincent Drive",Parma,44129,MinniePGraff@rhyta.com,440-743-0821,76e0481c-010b-4337-925e-f748181c2cb7,41.336101,-81.760246,99.3,172,"Foreman & Clark","Recording engineer"
Ester,R,Gregory,"532 Lynn Ogden Lane",Lumberton,77656,EsterRGregory@armyspy.com,409-755-9801,40c7c3f1-b925-4a09-9d94-b34b5b14b79e,30.242582,-94.302269,84.4,155,"Parts America","Fine arts photographer"
Selina,J,Martin,"1101 Jail Drive",Rio,61472,SelinaJMartin@cuvox.de,309-872-1272,299bbcdb-26ec-4d42-9f78-fa0ae3f6d22f,41.159025,-90.45002,94.1,171,Sav-A-Center,Animator
Jennifer,R,Hicks,"879 Liberty Avenue","Santa Ana",92705,JenniferRHicks@cuvox.de,714-451-6857,5c9aa33e-152b-42fe-82a6-f3d5fd7b19d3,33.773225,-117.864693,94.4,166,Monsource,"Executive chef"
Frank,K,Fulton,"1958 Nutter Street","Blue Springs",64015,FrankKFulton@gustr.com,816-224-4415,4471b29b-cdd9-4499-b072-079686c044b0,39.082279,-94.412234,106.1,181,"King Carol","Taxicab dispatcher"
Joanne,J,Bowman,"1777 Jessie Street","Lower Salem",45750,JoanneJBowman@cuvox.de,740-585-8549,6decee7f-1474-4e67-9579-50c0d053cb7c,39.536555,-81.338005,86.8,165,Lum's,"Ambulance dispatcher"
Dorothy,R,Bartels,"3256 Angus Road","New York",10021,DorothyRBartels@jourrapide.com,212-434-2726,d20c7efa-1c86-4f0b-8f3e-7408649e4e8d,40.780463,-74.001101,97.5,169,Protean,"Railroad switch operator"
Pearl,M,Liang,"180 Wilson Avenue",Richardson,75081,PearlMLiang@gustr.com,972-505-6963,752c5d78-6935-4945-be81-e7de57ef6cbb,32.9051,-96.787224,68.8,156,"Jackpot Consultant","Order clerk"
Esther,E,Haug,"2890 Junkins Avenue",Pitts,31072,EstherEHaug@jourrapide.com,229-648-9324,506a822a-1a1c-4142-9564-d48d9ac2fdb9,31.856071,-83.514467,67.2,157,"Infinity Investment Plan","Ticket agent"
Ricky,J,Ohara,"1580 Oak Lane",Calhoun,65323,RickyJOhara@teleworm.us,660-694-8965,1a182022-6ce4-466c-89fa-e24536af0753,38.434812,-93.640007,61.7,180,"Bugle Boy","Dressing room attendant"
Polly,F,Haynes,"4516 Coal Road","Lake Ariel",18436,PollyFHaynes@einrot.com,570-698-9139,cbd44620-4075-41b2-99d3-7b5eb4b5bf9e,41.423983,-75.504247,81.6,154,Kleinhans,"Contract administrator"
Nancy,H,Martin,"3989 Brownton Road",Marks,38646,NancyHMartin@dayrep.com,662-326-2319,dea854c2-7dca-4a8a-ba39-090da74fb7a8,34.197616,-90.198526,69.5,162,"Father & Son","Science technician"
Juanita,R,Powell,"4941 Jadewood Drive",Chicago,60631,JuanitaRPowell@gustr.com,224-381-5113,d36b31ee-c285-49d9-9756-4b9f9b119b14,41.976378,-87.889696,65.5,167,"Harmony House","Recreation worker"
Elsa,F,Rice,"3505 Irish Lane",Madison,53703,ElsaFRice@einrot.com,608-855-8310,cbb120ca-3f4b-4801-a68a-47f0bf4349d6,43.171451,-89.372689,61.2,172,"Joshua Doore","Fitness director"
Harold,M,Stowe,"4524 Williams Avenue",Newhall,91321,HaroldMStowe@einrot.com,661-284-7231,f36e672d-7cc1-4bac-abd7-313f491b4660,34.345441,-118.527165,82.4,168,"Grade A Investment",Electrologist
Miguel,K,Woodruff,"4078 Jim Rosa Lane","San Francisco",94115,MiguelKWoodruff@teleworm.us,415-775-6898,0dc7e034-29f6-4f98-962c-ccb2a0bb4de5,37.788026,-122.345989,96.1,170,"Shabby Chic","Theoretical chemist"
Loretta,T,Griffith,"3640 Richland Avenue","Sugar Land",77487,LorettaTGriffith@jourrapide.com,281-265-9431,72ad35cf-290c-4dea-bc5d-4100fc0a2aff,29.597326,-95.60045,80.0,174,Janeville,"English to speakers of other languages teacher"
James,D,Friend,"1651 Heavner Avenue",Winder,30680,JamesDFriend@superrito.com,770-867-1910,cdc634e5-c873-4971-83d3-14a5878e36e5,33.948722,-83.745702,108.9,176,"Lawnscape Garden Maintenance","Extruding and forming machine setter"
Mark,S,Pilgrim,"2272 Lady Bug Drive",Lamar,81052,MarkSPilgrim@gustr.com,719-223-7145,a5e4f86c-0fe9-4e5e-a9fb-46e9220c617e,37.792413,-102.556886,68.0,174,"Pay'N Takeit","Corporate trainer"
Rachel,J,Thomas,"3516 Maple Street",Anaheim,92805,RachelJThomas@cuvox.de,714-284-1197,2addf3d2-fd9b-48c3-a513-0968efd122b1,33.897346,-117.928657,61.1,158,"House of Gas","Typesetting machine tender"
David,K,Flores,"699 Washington Avenue",Jackson,39201,DavidKFlores@cuvox.de,601-961-2675,f6a8f7e7-f7c7-44eb-8ed7-d4722ebf4374,32.239402,-90.272677,109.4,188,"Fresh Start","Credit reporter"
Eddie,D,Walker,"2284 Mapleview Drive","Tarpon Springs",34689,EddieDWalker@rhyta.com,727-945-0651,e2f7a905-8da3-4477-8e7a-e1eebdd949ba,28.048449,-82.836512,84.5,170,"Soul Sounds Unlimited","Vocational education teacher"
Willie,S,Shaw,"1199 Station Street","San Jose",95134,WillieSShaw@dayrep.com,510-995-7030,dc070f5a-079c-4d42-a2bf-1c5418a8e4d8,37.475908,-121.902658,101.5,174,"Forum Cafeterias","Earth driller"
Amy,E,Hopson,"1740 Wayback Lane",Huntington,11743,AmyEHopson@teleworm.us,631-375-2410,4f11e3b5-4b9e-435d-b9c4-95b508849dc1,40.885107,-73.462061,75.0,163,"Manu Connection","Fire inspector"
Dorothy,J,King,"2089 Chipmunk Lane",Seattle,98101,DorothyJKing@rhyta.com,206-995-9005,272985df-ac05-48b4-8fe7-dfb470d58901,47.697132,-122.410564,73.5,170,"Rainbow Life","Facility manager"
Gloria,T,Padilla,"3577 Riverside Drive",Eastanollee,30538,GloriaTPadilla@superrito.com,706-779-5911,65fa65ee-5ed1-485e-866e-124e8a142138,34.565938,-83.185643,68.4,162,"Food Fair",Treasurer
Robert,L,Davis,"1260 Hiney Road","Las Vegas",89128,RobertLDavis@armyspy.com,702-240-9616,4af29049-0c5b-4896-b9ad-a9d09b9f2d75,36.174674,-115.235353,95.1,179,Roberd's,"Civil engineering technician"
Margaret,J,Deloach,"2741 Glen Street",Radcliff,40160,MargaretJDeloach@rhyta.com,270-351-3879,7ed96295-f596-4e97-9131-5a81ac02a8e0,37.87982,-85.899451,92.1,161,Giant,"Line erector"
Barbara,A,Turner,"731 Overlook Drive",Richmond,47374,BarbaraATurner@gustr.com,765-373-9883,abe1b404-810f-486d-9bca-d39be49aabb5,39.781033,-84.893402,98.3,159,Playworld,"Earth driller"
Vicky,A,Evans,"3912 Burke Street",Cambridge,02141,VickyAEvans@dayrep.com,781-267-3744,517ac13e-3f0b-4cc4-8df3-ecd1066e0feb,42.440523,-71.115688,84.5,162,"Thom McAn Store",Linemen
Howard,J,Sloan,"544 Musgrave Street",Norcross,30071,HowardJSloan@gustr.com,404-942-3276,b71f9459-8703-4884-9263-60acfc48fa8b,33.948233,-84.306833,110.1,185,"Sun Foods","Holistic nurse"
Amanda,R,Martin,"3269 Ross Street","East Alton",62024,AmandaRMartin@armyspy.com,618-259-7803,a2e8ecfd-b5f7-4094-bb6b-ada4826b6716,38.842586,-90.075775,68.4,159,"Platinum Interior Design",Meteorologist
Michael,J,Oliphant,"632 Chapmans Lane",Albuquerque,87111,MichaelJOliphant@superrito.com,505-860-2019,51deb2b1-f824-4d32-b7cb-e29b71f524d0,35.143313,-106.504726,75.2,184,"Life's Gold","Internal auditor"
Anna,W,McIntyre,"4213 Jim Rosa Lane","San Francisco",94115,AnnaWMcIntyre@jourrapide.com,415-771-3584,aa0ad042-4a68-4787-bb7a-d34849d79457,37.76075,-122.404672,98.0,158,"Muscle Factory","Health services manager"
Nicole,E,Brungardt,"4877 Oakdale Avenue","Avon Park",33825,NicoleEBrungardt@fleckens.hu,863-462-1618,1ae10e1c-7306-4f66-ad20-0cb09fefddfd,27.674542,-81.44496,66.0,157,"Robert Hall","Computer security specialist"
Gloria,J,Owens,"4537 Everette Alley",Miami,33128,GloriaJOwens@teleworm.us,954-793-0137,90eceff7-1c26-4eb9-a603-b3a5e89da8d4,25.730862,-80.1278,59.1,164,"Super Saver Foods",Homemaker
Barbara,F,Lacey,"1279 Tanglewood Road","Olive Branch",38654,BarbaraFLacey@dayrep.com,662-893-2505,52d5043f-82c9-4af4-b58f-0c6f9f889aa2,34.895884,-89.793073,99.0,164,"Two Pesos","Court officer"
John,F,Moser,"2162 River Road",Springfield,81073,JohnFMoser@armyspy.com,719-523-8115,758c7b0d-45fd-42d9-9655-c03541be3078,37.401719,-102.5281,95.4,163,"Environ Architectural Design","Garment presser"
Charlotte,H,Jameson,"3305 Renwick Drive","Fort Washington",19034,CharlotteHJameson@dayrep.com,484-238-8075,e2844a55-4ffc-4b58-9d89-4187015afaf7,40.056897,-75.248882,94.0,158,"Solid Future","Instrumentation technician"
Mary,W,Arnold,"3259 Bell Street","New York",10004,MaryWArnold@jourrapide.com,212-269-0535,d6c9c3cd-982e-4b27-a798-ea28af6f4722,40.735029,-74.00477,59.1,159,"One-Up Realtors","Principal secretary"
Edwin,S,Noble,"423 Lake Floyd Circle",Washington,20011,EdwinSNoble@fleckens.hu,301-957-9995,a79bb8ac-5cb7-453b-8870-7ec789129b78,39.002634,-76.944751,73.4,181,"Netcom Business Services","Mail processor"
Andrew,B,Murphree,"1150 New York Avenue",Watauga,76148,AndrewBMurphree@armyspy.com,817-968-7155,67ff0c1b-f574-44e5-b63f-2b5f59392681,32.871604,-97.226932,81.3,189,"Golden's Distributors","Electromechanical equipment assembler"
Franchesca,A,McClendon,"1558 Woodside Circle",Pensacola,32501,FranchescaAMcClendon@dayrep.com,850-710-3851,24576990-1c22-4b14-8f6d-b45037f44c84,30.474536,-87.290684,76.5,167,"Official All Star Café","Contract manager"
Larry,L,Goodson,"793 Barrington Court","Mountain View",72560,LarryLGoodson@einrot.com,870-591-8375,ccf7f5c0-5c74-40ec-bb1d-85f3a743f87e,35.929631,-92.016395,91.7,169,"Huffman and Boyle","Central office installer"
Rikki,A,Porter,"4716 Hiney Road","Las Vegas",89119,RikkiAPorter@armyspy.com,702-205-1585,e861a9a1-0954-4ee9-8959-cccf0047f570,36.0303,-115.179349,49.9,164,"Formula Grey","Substance abuse and behavioral disorder counselor"
Will,D,Kelleher,"3970 Virgil Street","Defuniak Springs",32435,WillDKelleher@rhyta.com,850-307-8264,730daec0-a98c-48ac-ae97-6e30e158b89f,30.510738,-86.179408,102.9,182,"Desmonds Formal Wear","Staff manager"
Shirley,K,Troyer,"2288 Chandler Hollow Road",Pittsburgh,15212,ShirleyKTroyer@superrito.com,412-479-5431,b8eaa87b-e5e4-4b2f-8c97-90094ff65f8c,40.456642,-79.894873,100.0,161,"WWW Realty","Oxy-gas cutter"
Paul,F,Womble,"712 Union Street",Seattle,98109,PaulFWomble@gustr.com,206-792-7930,e99f6d8d-cdbf-4283-a5f4-fd2a2abc76ca,47.721744,-122.418282,80.3,163,Adaptabiz,Poet
John,M,Mays,"4189 Fulton Street",Morgantown,26505,JohnMMays@cuvox.de,304-476-5064,2c6195e0-c8ca-4dd5-a1be-866737f0103e,39.713767,-79.940196,108.5,180,"Leath Furniture","Manpower development advisor"
Joan,H,Russell,"194 Arrowood Drive",Jacksonville,32216,JoanHRussell@rhyta.com,904-501-8872,d00cc12e-a7ba-4d4b-8f2b-5eceaaee1aa9,30.369156,-81.591662,69.3,160,"Poore Simon's","Police dispatcher"
Marcelle,J,Curtis,"2039 Single Street",Bedford,01730,MarcelleJCurtis@teleworm.us,781-613-2773,9d5d5166-28fd-4617-9249-8bc6155016a9,42.421199,-71.318051,87.9,168,"Sounds of Soul Records & Tapes","Mail superintendent"
John,K,Ford,"4798 Ross Street",Beckemeyer,62219,JohnKFord@fleckens.hu,618-227-3115,9f270701-bdef-4e01-a482-8905ff0790ef,38.556734,-89.451504,102.2,175,"John M. Smyth's Homemakers","Remote sensing specialist"
Micheal,L,Daniels,"36 Edsel Road","Van Nuys",91405,MichealLDaniels@jourrapide.com,818-375-6714,9f5833f3-01bd-472d-af01-25689ca34208,34.30075,-118.526418,96.3,179,Stratabiz,"Nurse practitioner"
William,C,Hall,"286 Hedge Street",Belleville,07109,WilliamCHall@fleckens.hu,908-736-8150,7d844a4b-155d-4fa5-8200-065e718e2988,40.707764,-74.176051,78.4,179,"Enrich Garden Services",Dentist
Mandy,R,Bennett,"4555 Stanley Avenue",Brentwood,11717,MandyRBennett@rhyta.com,516-556-1963,f0ff4836-e33f-4fc6-8154-8bcc0d149015,40.786088,-73.286191,100.0,173,"Pace Membership Warehouse","Medical secretary"
Betty,J,Wheeler,"4758 Short Street",Austin,78701,BettyJWheeler@teleworm.us,512-941-8530,1a48b8ad-09a6-46c3-863a-e7e0cf7b2242,30.329453,-97.72739,83.2,162,"EXPO Design Center","Geriatric aide"
John,A,Katzer,"836 Elk City Road",Indianapolis,46204,JohnAKatzer@superrito.com,317-963-0419,569b449e-561f-42ff-8faf-ce83a6e81a42,39.76827,-86.093189,77.2,174,Witmark,Dancer
Shirley,C,Harley,"451 Nutter Street","Kansas City",64108,ShirleyCHarley@fleckens.hu,816-248-3892,2976b3cd-5e39-4c39-a991-918619875617,38.988116,-94.645221,98.4,172,Adaptas,"Physical metallurgical engineer"
Wayne,E,Price,"1145 Short Street",Harrison,45030,WayneEPrice@teleworm.us,513-202-2179,67756012-3794-4c2f-b263-6feeaf7a863a,39.317037,-84.683004,95.3,170,"House 2 Home","Conservation worker"
Kevin,L,Doman,"3933 B Street",Hastings,55033,KevinLDoman@dayrep.com,651-438-4096,1c67b20c-bfdd-49e7-8e70-3ea82b308ac0,44.659282,-92.917787,84.7,184,StopGrey,"Financial consultant"
Suzanne,W,Jones,"3647 Lynn Avenue","Eau Claire",54701,SuzanneWJones@einrot.com,715-491-4354,0a79235e-0a80-44a0-9763-41f028823b6d,44.833418,-91.601448,70.8,157,"Computer City","Fish and game warden"
Michael,C,Allen,"4327 Meadowbrook Mall Road","Culver City",90232,MichaelCAllen@superrito.com,310-841-8312,63e803b0-dcc1-40db-8fca-b3dd99b99649,34.066234,-118.444004,66.6,190,"National Record Mart",Physiologist
Milton,C,Christian,"4405 Stuart Street",Saxonsburg,16056,MiltonCChristian@gustr.com,724-360-6812,6bcfca98-924e-47d5-b445-ad8206870513,40.749715,-79.772584,76.1,180,"Gamma Gas","Aircraft engineer"
Joel,Y,Rogers,"2201 Hidden Valley Road",Carlisle,17013,JoelYRogers@teleworm.us,717-240-2787,9a0ab407-46a5-40f8-a49c-1e321f276a71,40.080944,-77.136537,92.1,181,"Big Daddy's Restaurants","Management analyst"
George,M,Weaver,"1777 Maple Court",Columbia,65201,GeorgeMWeaver@teleworm.us,573-441-0287,9912e0d3-1c1b-4dee-995e-cb949eb083f0,38.834802,-92.28193,65.4,175,"Casual Corner","Computer technology trainer"
Marilyn,K,Cassel,"617 Wayside Lane",Oakland,94612,MarilynKCassel@teleworm.us,510-248-5367,03e355ac-8e4b-48bc-aecb-e2d8f714113c,37.896327,-122.270291,51.7,156,"Second Time Around","Aerospace engineering and operations technician"
Michael,J,Mejias,"4917 Lynn Avenue","Green Bay",54303,MichaelJMejias@cuvox.de,715-508-5547,dc891ac4-ae1d-4707-8788-cff90bd001bc,44.631549,-88.032734,74.5,183,"Foreman & Clark","Purchasing agent"
Kimberly,T,Wright,"2960 Lena Lane",Hattiesburg,39401,KimberlyTWright@rhyta.com,601-450-8013,990fe3d6-40ba-4a5f-b47f-3e0049f65753,31.330526,-89.326861,86.4,165,"Pace Membership Warehouse","Information architect librarian"
Frank,E,Covington,"4449 Davis Place",Ashland,44805,FrankECovington@superrito.com,419-207-9837,6523456e-eb95-4c94-b904-02454c6f159a,40.847768,-82.336315,94.5,188,Intelacard,"Mental health social worker"
Louise,J,Stine,"915 Bluff Street",Bethesda,20014,LouiseJStine@jourrapide.com,301-803-0489,7464b223-50fb-456d-a596-2e635200dc9a,39.033443,-77.173719,88.8,158,"Canal Villere","Aeronautical drafter"
Jeffrey,G,Lucio,"1618 Arron Smith Drive",Honolulu,96813,JeffreyGLucio@einrot.com,808-555-6703,360011d7-dcea-4de4-ba31-5e991f91e6d5,21.337866,-157.879734,65.4,173,"Standard Food","Foreign language interpreter"
Nancy,C,Coyne,"2660 D Street",Detroit,48226,NancyCCoyne@dayrep.com,586-420-6328,979f8720-e21e-49d6-9a76-1e0d38949528,42.380653,-83.064787,54.8,169,"Magik Gray","Administrative law judge"
Gary,A,Braun,"2270 Westwood Avenue",Bohemia,11716,GaryABraun@rhyta.com,516-849-2802,25822c33-9c9b-408b-bca9-86e6d4b1cbec,40.683162,-73.038306,96.1,163,"Custom Lawn Service","Amusement machine servicer"
Benjamin,C,Kennedy,"4180 Owagner Lane",Kent,98032,BenjaminCKennedy@armyspy.com,206-249-5843,308e43a8-1479-492b-88b4-c3cb6880297e,47.404286,-122.285625,70.5,183,Monit,"Studio camera operator"
Arthur,C,Burgett,"2203 Derek Drive",Akron,44308,ArthurCBurgett@superrito.com,330-350-9061,a36d2a42-51d3-466d-9b73-b0774037867c,41.104923,-81.509248,88.4,176,"Roadhouse Grill","Electronics technician"
Donald,D,Hadsell,"530 Mandan Road",Beaufort,63013,DonaldDHadsell@fleckens.hu,573-878-5444,93ce1d14-b856-4ef7-9e50-ad07483dc515,38.500826,-91.075641,70.6,168,"Olson's Market","Certified public accountant"
Tanya,R,Kerber,"4029 Holt Street","Lake Worth",33463,TanyaRKerber@fleckens.hu,561-251-6212,21f33ac6-974c-4a89-8399-230a1a1717bd,26.654583,-80.178298,98.7,160,"Life Map",Obstetrician
Douglas,T,Gonzalez,"1124 John Calvin Drive","Elk Grove Village",60007,DouglasTGonzalez@dayrep.com,708-918-7564,8b086789-a727-4c67-8d54-929093fb9139,42.030727,-88.055494,116.0,172,"Standard Food","Production machinist"
